,created_at,id,id_str,full_text,NER-Words,NER-Tags,rfind,Displaced People and Evacuations,Not Related information,displacement_term,Reporting_unit,Figure,tbr,Unnamed: 11,trigger,term_unit,conflict,attack,battl,clash,cyclon,destroyed h,earthquak,flood,hurrican,landslid,storm,tsunami,typhoon,wildfir,fire,violenc,fight,destroy,famili,homeless,household,peopl,person,shelter,displac,evacu,arriv,asylum seek,build,citizen,collaps,cross,damag,dwell,enter,evict,flee,forc,home,hous,hut,individu,inhabit,migrant,refuge,relief camp,reloc,resid,villag,civilian,idp,evacue
1474,Thu Aug 20 22:40:22 +0000 2020,1.30E+18,1.30E+18,"@ken_cleland Deep bows of gratitude, Genku. 🙏🙏🙏

At the moment we are safe and only impacted by smoke, and we always have an evacuation kit packed and two exit paths. Unfortunately so many others are fearful and in imminent danger, or have already been displaced.",,,,1,1,,,,,,[],"['evacu', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,Thu Aug 20 19:42:56 +0000 2020,1.30E+18,1.30E+18,"@mkewman Don’t disagree, but we sent a lot of this to the Camp Fire victims who were displaced. Living in trailers in a makeshift evacuation center, folks may not be able to go to stores right away. This is quick interim help. Not saying don’t send money, but send these as well.","[""Fire"", ""displaced""]","[""B-trig"", ""B-term""]",FALSE,1,0,"displaced, evacuation",,,,,['fire'],"['displac', 'evacu']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,Thu Aug 20 17:27:51 +0000 2020,1.30E+18,1.30E+18,"Thinking about my fire displaced friends this morning.  So far everyone is safe that I know of thankfully.

We're just outside the edge of the evacuation warning area 2 blocks east of us.  About 5 miles from the Calaveras fire.  But packed up and ready to go just in case. https://t.co/uLv8uwnOzG",,,,1,1,,,,,,"['fire', 'fire']","['displac', 'evacu']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,Thu Aug 20 17:10:08 +0000 2020,1.30E+18,1.30E+18,"Residents displaced by the Seven Mile Hill fire west of The Dalles can return to their homes, according to an evacuation notification from Wasco County Sheriff posted on their Facebook page at 9:30 a.m. Thursday. Residents are encouraged to remain v… https://t.co/4dP8hhddGw","[""Residents"", ""displaced"", ""fire""]","[""B-unit"", ""B-term"", ""B-trig""]",FALSE,1,0,displaced,residents,,,,['fire'],"['resid', 'displac', 'home', 'evacu', 'resid']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1478,Thu Aug 20 12:00:39 +0000 2020,1.30E+18,1.30E+18,"Holy 💩!  Former DHS Chief of Staff, Miles Taylor just recounted how Trump would only issue an hurricane evacuation order in FL once it was pointed out that if his supporters were displaced or killed he by the hurricane they wouldn’t be able to vote for him.",,,,1,1,,,,,,"['hurrican', 'hurrican']","['evacu', 'displac']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,Thu Aug 20 00:34:34 +0000 2020,1.30E+18,1.30E+18,"LOOK: Actress Kisses Delavin visited an evacuation center in Cataingan town in Masbate province and extended help to residents displaced by the 6.6 magnitude earthquake on Tuesday. 

📷All Access to Artists/Facebook https://t.co/G8lsLGcEHM","[""residents"", ""displaced"", ""earthquake"", ""Tuesday""]","[""B-unit"", ""B-term"", ""B-trig"", ""B-time""]",FALSE,1,0,"evacuation, displaced",residents,,,,['earthquak'],"['evacu', 'resid', 'displac']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1480,Wed Aug 19 23:43:35 +0000 2020,1.30E+18,1.30E+18,“New evacuation center for people displaced by #RiverFire and #CarmelFire is at Laguna Seca on Highway 68.”,"[""people"", ""displaced"", ""Fire""]","[""B-unit"", ""B-term"", ""B-trig""]",FALSE,1,0,"evacuation, displaced",people,,,,[],"['evacu', 'peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,Wed Aug 19 20:57:00 +0000 2020,1.30E+18,1.30E+18,New evacuation center for people displaced by #RiverFire and #CarmelFire is at Laguna Seca on Highway 68.,"[""people"", ""displaced"", ""Fire""]","[""B-unit"", ""B-term"", ""B-trig""]",FALSE,1,0,"evacuation, displaced",people,,,,[],"['evacu', 'peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,Wed Aug 19 19:58:20 +0000 2020,1.30E+18,1.30E+18,"Temporary Evacuation Points for residents who have been displaced by evacuation orders. 

https://t.co/oTDPcR4pIr","[""residents"", ""displaced""]","[""B-unit"", ""B-term""]",FALSE,1,0,"evacuation, displaced",residents,,,,[],"['evacu', 'resid', 'displac', 'evacu']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1483,Wed Aug 19 19:19:40 +0000 2020,1.30E+18,1.30E+18,@CAPharmBoard has posted important information to help #pharmacists provide prescription medications to residents displaced by evacuation during the state of emergency related to #CaliforniaFires. Details at https://t.co/x54GREIs3O.,,,,1,1,,,,,,[],"['resid', 'displac', 'evacu']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1484,Wed Aug 19 17:28:42 +0000 2020,1.30E+18,1.30E+18,anyone know any good places to donate to rn to help with people displaced by the fires? i’m sure shelters/evacuation centers are virus breeding grounds rn,"[""people"", ""displaced"", ""fires""]","[""B-unit"", ""B-term"", ""B-trig""]",FALSE,1,0,displaced,people,,,,['fire'],"['peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,Tue Aug 18 02:31:21 +0000 2020,1.30E+18,1.30E+18,"Additional temporary evacuation point located at the Alder Creek Middle School in Truckee (10931 Alder Dr, Truckee) for those displaced by the #JonesFire","[""evacuation"", ""displaced"", ""Fire""]","[""B-term"", ""B-term"", ""B-trig""]",FALSE,1,0,"evacuation, displaced",,,,,[],"['evacu', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,Mon Aug 17 22:55:28 +0000 2020,1.30E+18,1.30E+18,"To all who are hurting right now or being displaced by these fires, I am thinking of you. Stay safe, follow any evacuation orders or warnings in place, and know that I am here to support you through this challenging time. (4/4)","[""displaced"", ""fires""]","[""B-term"", ""B-trig""]",FALSE,1,0,"displaced, evacuation",,,,,['fire'],"['displac', 'evacu']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,Mon Aug 17 17:25:02 +0000 2020,1.30E+18,1.30E+18,Peak fire season is upon us in Western States and you can help. Donations to the IICF Wildfire Relief Fund make a meaningful difference to those displaced by evacuation orders &amp; with basic needs following devastating wildfires. Give at: https://t.co/5PxnTh1lvG #InsuranceGivesBack https://t.co/07pYw6zPxe,"[""displaced"", ""wildfires""]","[""B-term"", ""B-trig""]",FALSE,1,0,"displaced, evacuation",,,,,"['fire', 'wildfir', 'wildfir']","['displac', 'evacu']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,Sun Aug 16 22:56:10 +0000 2020,1.30E+18,1.30E+18,Are you displaced due to the #LoyaltonFire? Do you have questions or need assistance? Our team can help you at the evacuation center at 1155 E 9th Street in Reno. https://t.co/r3ycGJsiiL,,,,1,1,,,,,,[],"['displac', 'evacu']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,Fri Jul 31 14:14:42 +0000 2020,1.29E+18,1.29E+18,Almost 270 families from Taal Island (pulo) are displaced from their homes and still living in evacuation centers. They are still in need and have no job because the taal eruption took their livelihood and can't work because of the current pandemic— https://t.co/a7TXLdu3lo,,,,1,0,displaced,families,270,,,[],"['famili', 'displac', 'home', 'evacu']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,Fri Jul 31 04:23:48 +0000 2020,1.29E+18,1.29E+18,"Because disasters don't stop for #COVID19, 🇦🇺 continues to support 🇵🇭 to boost community resilience. This #AustralianAid supported evacuation centre in Leyte provides facilities for personal hygiene and physical distancing for displaced families. #NDRM2020 https://t.co/KJXWWGNhh2",,,,1,1,,,,,,[],"['evacu', 'person', 'displac', 'famili']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,Sat Aug 15 00:45:05 +0000 2020,1.29E+18,1.29E+18,"Currently, the Colorado @RedCross has been setting up centers for those displaced by the Colorado wildfires. 

If you have the ability, any donations will help the Red Cross in providing disaster relief to Colorado evacuees.

https://t.co/cw19o6jEmX",,,,1,0,displaced,,,,,['wildfir'],"['displac', 'cross', 'evacue']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1619,Mon Aug 10 21:58:20 +0000 2020,1.29E+18,1.29E+18,"I also spent time in camps set up by local churches to house the displaced. Govt $ ran dry from corruption, so evacuees largely lived at churches &amp; off donations. Corruption, IMO, worse than eruption itself.

(I'm chewing betel nut with these women, 2 of my students on left.) https://t.co/o9mgsorjXo",,,,0,1,,,,,,[],"['hous', 'displac', 'evacue']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1620,Sat Aug 22 21:29:01 +0000 2020,1.30E+18,1.30E+18,"The Russian River Alliance is a local grass-roots org directly supporting the evacuees of the #Walbridge / #ThirteenFourFire and are in urgent need of $ to assist the thousands displaced in need of food and shelter right now. Please donate! 🙏

https://t.co/TED5utS79I",,,,1,0,displaced,,thousands,,,[],"['evacue', 'displac', 'shelter']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1621,Sat Aug 22 20:23:53 +0000 2020,1.30E+18,1.30E+18,Toiletries purchased along with a 6 cases of water and toilet paper for evacuation centers for evacuees. Watching my town come together and making donations for those in need. 60k displaced due to the #CZULightningComplexFire #SantaCruzStrong https://t.co/WxxSfcjEVS,,,,1,0,displaced,evacuees,60k,,,[],"['evacu', 'evacue', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1622,Fri Aug 21 23:43:36 +0000 2020,1.30E+18,1.30E+18,"More than 45,000 residents have been displaced by the #LightningComplex fires in Santa Cruz County. @sccounty just announced the opening of another shelter, ADA compliant, at Simpkins Family Swim Center. There's room for 25 evacuees. @hannah_hagemann",,,,1,0,displaced,"residents, evacuees","45,000",,,['fire'],"['resid', 'displac', 'shelter', 'famili', 'evacue']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1623,Fri Aug 21 20:00:31 +0000 2020,1.30E+18,1.30E+18,"#California #wildfire danger is real. Tourists are being asked to leave impacted areas so hotel rooms can house the displaced. Please obey all #evacuationorders, pack a #facemask in your #emergencykit &amp; have a plan in place to contact loved ones. https://t.co/JjGAQ5wQQP #COVID19",,,,1,1,,,,,,['wildfir'],"['hous', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1624,Fri Aug 21 18:06:10 +0000 2020,1.30E+18,1.30E+18,"Please stay away from Santa Cruz this weekend! We have tens of 1000s of displaced evacuees and need to keep the roads clear for emergency responders so they can fight this fire. And we need the hotels rooms for evacuees. So stay home, please! https://t.co/R9NGm2jjvA",,,,1,0,displaced,evacuees,1000s,,,"['fight', 'fire']","['displac', 'evacue', 'evacue', 'home']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1625,Fri Aug 21 16:12:02 +0000 2020,1.30E+18,1.30E+18,"A forest fire displaced a small Ontario community — so nearby towns gave fleeing residents a place to go
https://t.co/R7mM5A5ofN",,,,1,0,fleeing,residents,,,,['fire'],"['displac', 'flee', 'resid']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1626,Fri Aug 21 14:00:00 +0000 2020,1.30E+18,1.30E+18,"Tens of thousands of displaced Californians huddled under evacuation orders in the midst of a heat wave and a pandemic on Thursday as lightning-sparked firestorms raged through dry brush, grass and chaparral around San Francisco Bay

Read more - https://t.co/SUYjUxbLrM

#USA https://t.co/9q2rttvf7P",,,,1,0,displaced,,tens of thousands,,,[],"['displac', 'evacu']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,Thu Aug 20 23:30:00 +0000 2020,1.30E+18,1.30E+18,DONATIONS NEEDED: Santa Cruz County officials say they have an urgent need for several items to help people displaced by the CZU Lightning Complex Fires. See what they need and where to take donations here: https://t.co/YQ4ZGNOjhB,,,,1,0,displaced,people,,,,['fire'],"['peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,Thu Aug 20 16:39:41 +0000 2020,1.30E+18,1.30E+18,"This fund will raise money to support nonprofits and agencies providing immediate assistance to evacuees, animals and others impacted by the fires in Glenn and Tehama counties and will expand as needed to support those displaced by the recent fires in our area.","[""evacuees"", ""fires"", ""displaced""]","[""B-unit"", ""B-trig"", ""B-term""]",FALSE,1,0,displaced,evacuees,,,,"['fire', 'fire']","['evacue', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1629,Wed Aug 19 15:37:04 +0000 2020,1.30E+18,1.30E+18,"@standupchuck Heavy smoke all last night. Ash on everything. Prayers for the displaced, evacuees and the first responders on all these multiple fire scenes. This is all my fault I guess. I washed my car on Monday. Murphy’s law.",,,,1,1,,,,,,['fire'],"['displac', 'evacue']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1630,Tue Aug 18 11:15:04 +0000 2020,1.30E+18,1.30E+18,"The floods in Afar Regional State have displaced more than 40k people. While gov't agencies and local do-gooders are helping the evacuees, some of the displaced believe the disaster could have been minimised if gov't action had been proactive. https://t.co/jiQSDQCRq5 https://t.co/LYj8Fzopua","[""floods"", ""displaced"", ""40k"", ""people""]","[""B-trig"", ""B-term"", ""B-fig"", ""B-unit""]",FALSE,1,0,displaced,"people, evacuees",40k,,,['flood'],"['displac', 'peopl', 'evacue', 'displac']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1631,Mon Aug 17 21:06:58 +0000 2020,1.30E+18,1.30E+18,Local Ungalli Clothing Co. donated 200 masks to the members of Eabametoong First Nation who arrived in Thunder Bay after being displaced by the forest fires in Northern Ontario. Canadians continue to show up for one another in this pandemic. https://t.co/9MtFwAhjxX,,,,1,0,displaced,,,,,['fire'],"['arriv', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,Mon Aug 17 20:58:44 +0000 2020,1.30E+18,1.30E+18,"""...most of the 4 million displaced residents were 'temporary' evacuees, spending 1 or 2 days away from home before returning, while the rest had been ordered by the government to resettle or move from their homes.""

#ClimageMigration #ClimateDisplacement
https://t.co/3iZFnCUtdR",,,,1,0,displaced,"residents, evacuees",4 million,,,[],"['displac', 'resid', 'evacue', 'home', 'home']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1633,Mon Sep 07 18:25:22 +0000 2020,1.30E+18,1.30E+18,"@morninggloria I'd like to see the gender reveal family pay to put up all of the displaced evacuees up in some kind of lodging where they won't all just catch covid while they are temporarily homeless, but that might be a little pricey. Our awesome ""best country in the world"" will help, right?",,,,1,1,,,,,,[],"['famili', 'displac', 'evacue', 'homeless']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1634,Mon Sep 07 01:13:02 +0000 2020,1.30E+18,1.30E+18,"🚨#Share🚨

Over 4,000 SWLA EVACUEES have contacted us in the last 2 hours. 🗣AMAZING‼️Help us reach the rest of “DISPLACED SWLA.” HERE ARE TWO WAYS TO DO SO:

🚨Text your name and city to: 337 540-5332

Or

🚨#ClickTheLink and reply here: https://t.co/T19mSDnM2X

    #LCStrong https://t.co/s5iUaCZ9jM",,,,1,1,,,,,,[],"['evacue', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1635,Sun Sep 06 17:13:55 +0000 2020,1.30E+18,1.30E+18,"According to her, help is sent away because of covid. Out of state companies are being kicked out of the state. Lafayette shelters aren’t allowed to take in displaced evacuees because he is afraid that out-of-towners will come to protest the Trayford shooting. 
#helplouisiana",,,,1,1,,,,,,[],"['shelter', 'displac', 'evacue']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1636,Sun Sep 06 05:10:29 +0000 2020,1.30E+18,1.30E+18,@NNievesCBS @Mike_Ikahihifo https://t.co/wOPf3axa8f Downer Ranch is also a zero cost receiving center and sanctuary for displaced animals and their humans. Initially for the complex fires and now expanded to The Creek Fire. https://t.co/2RG5TevrMg,,,,1,1,,,,,,"['fire', 'fire']",['displac'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,Fri Sep 04 20:38:52 +0000 2020,1.30E+18,1.30E+18,"Today, I toured the Resource Center for #HurricaneLaura evacuees in New Orleans. Thank you to @CityOfNOLA for being good neighbors and helping care for Louisianans displaced by #Laura. #lagov https://t.co/dkMNVAm0nW",,,,1,1,,,,,,[],"['evacue', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1638,Fri Sep 04 03:28:04 +0000 2020,1.30E+18,1.30E+18,"@bloodjetpoetry @RobAnderson2018 @AshleyyDi Evacuees are people leaving the area prior to the event. Refugees are people seeking refuge/shelter/safety after being displaced due to a dangerous situation.
Rob was correct in his reference.",,,,1,1,,,,,,[],"['evacue', 'peopl', 'refuge', 'peopl', 'displac']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1639,Fri Sep 04 00:53:08 +0000 2020,1.30E+18,1.30E+18,Did you see Lucky Dog in @WTOP News today? We are so proud to have been able to help hurricane evacuees from #Louisiana by bringing their dogs to the safety of DC so the shelter can focus on making necessary repairs from the storm. 1/2 #ThursdayThoughtsDid https://t.co/vvPxJFP2ZU,,,,1,1,,,,,,"['hurrican', 'storm']","['evacue', 'shelter']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1640,Thu Sep 03 16:00:01 +0000 2020,1.30E+18,1.30E+18,The Lafayette Public Library is issuing temporary library cards to Louisiana residents who have been displaced by Hurricane Laura and who are temporarily living in Lafayette Parish. https://t.co/EzTIbKyV3C,,,,1,1,,,,,,['hurrican'],"['resid', 'displac']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1641,Thu Sep 03 04:00:21 +0000 2020,1.30E+18,1.30E+18,"COVID testing is important for anyone displaced by Hurricane Laura.   Let’s Stop the Spread and keep our numbers going in the right direction!

In the Nola area- testing is free for evacuees at the Morial Convention Center’s Resource Center. 
 https://t.co/FJwM6OqxBo",,,,1,1,,,,,,['hurrican'],"['displac', 'evacue']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1642,Thu Sep 03 03:30:00 +0000 2020,1.30E+18,1.30E+18,"After losing homes, possessions and any remaining semblance of normalcy in the recent wildfires, a number of displaced evacuees and their families in Napa County are turning to grassroots fundraising to help them navigate the weeks ahead. https://t.co/oqjC3xP8qx",,,,1,1,,,,,,['wildfir'],"['home', 'displac', 'evacue', 'famili']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1643,Wed Sep 02 22:21:55 +0000 2020,1.30E+18,1.30E+18,"@hashtagmolly @mandeh_lorian https://t.co/19puT1GxP5 suggests it also corresponds to a spike in number of tests given, but the positive % did go up significantly too.  I wonder if it's a backlog or ability to test asymptomatic people again?  Could also be out of town college kids / Laura displaced evacuees.",,,,1,1,,,,,,[],"['peopl', 'displac', 'evacue']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1644,Wed Sep 02 21:36:56 +0000 2020,1.30E+18,1.30E+18,Are You Or Someone You Know Displaced Due to #HurricaneLaura? @LouisianaDCFS has opened the reception center at the Alexandria MegaShelter for evacuees. @DCFSSecretary says the MegaShelter serves as a centralized location to route evacuees to available lodging at a hotel. (1/3),,,,1,1,,,,,,[],"['displac', 'evacue', 'evacue']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1645,Wed Sep 02 15:41:06 +0000 2020,1.30E+18,1.30E+18,@CoxHelp attention hurricane evacuees. Cox is terrible. I mean awful. Please consider LUS Fiber. Cox is taking advantage of displaced residents.,,,,1,1,,,,,,['hurrican'],"['evacue', 'displac', 'resid']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1646,Wed Sep 02 14:00:05 +0000 2020,1.30E+18,1.30E+18,"PAYWALL FREE STORY: While most San Mateo County evacuees of the CZU Lightning Complex fires have returned home, many remain displaced — potentially for months — and others no longer have a home to which to return. https://t.co/tXTUdpJAcK",,,,1,0,displaced,evacuees,many,,,['fire'],"['evacue', 'home', 'displac', 'home']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1647,Wed Sep 02 05:32:09 +0000 2020,1.30E+18,1.30E+18,@KamalaHarris @MintzWanda Hurricane Laura evacuees insurance company taking their sweet time to help pay for hotel stay. When Hurricane Rita President Bush readily helped Americans displaced through FEMA. My credit card is about to max out have a heavy heart after Friday.,,,,1,1,,,,,,"['hurrican', 'hurrican']","['evacue', 'displac']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
